2023-07-27 13:40:53 Caminhao contagem -1 C-2 ENTRADA
2023-07-27 13:40:53 Pessoa contagem -1 C-2 ENTRADA
2023-07-27 13:40:53 Carro contagem -1 C-2 ENTRADA
2023-07-27 13:40:53 Onibus contagem -1 C-2 ENTRADA
2023-07-27 13:40:53 Moto contagem -1 C-2 ENTRADA
2023-07-27 14:15:35 Caminhao contagem -1 C-2 ENTRADA
2023-07-27 14:15:35 Moto contagem -1 C-2 ENTRADA
2023-07-27 14:15:35 Pessoa contagem -1 C-2 ENTRADA
2023-07-27 14:15:35 Carro contagem -1 C-2 ENTRADA
2023-07-27 14:15:35 Onibus contagem -1 C-2 ENTRADA
2023-07-27 14:31:37  contagem 1 C-2 ENTRADA
2023-07-27 14:33:56 car contagem 1 C-2 ENTRADA
2023-07-27 14:34:09 car contagem 1 C-2 ENTRADA
2023-07-27 14:34:09 car contagem 1 C-2 ENTRADA
2023-07-27 14:34:22 car contagem 1 C-2 ENTRADA
2023-07-27 14:34:22 car contagem 1 C-2 ENTRADA
2023-07-27 14:34:22 car contagem 1 C-2 ENTRADA
2023-07-27 14:34:25 car contagem 1 C-2 ENTRADA
2023-07-27 14:34:44 car contagem 1 C-2 ENTRADA
2023-07-27 14:34:44 car contagem 1 C-2 ENTRADA
2023-07-27 14:34:51 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:49 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:49 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:49 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:49 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:49 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:49 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:49 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:52 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:52 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:52 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:55 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:55 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:55 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:55 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:58 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:58 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:58 car contagem 1 C-2 ENTRADA
2023-07-27 16:19:58 car contagem 1 C-2 ENTRADA
2023-07-27 16:20:02 car contagem 1 C-2 ENTRADA
2023-07-27 16:20:05 car contagem 1 C-2 ENTRADA
2023-07-27 16:20:05 car contagem 1 C-2 ENTRADA
2023-07-27 16:20:05 car contagem 1 C-2 ENTRADA
2023-07-27 16:20:50 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:20:50 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:20:53 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:20:59 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:20:59 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:20:59 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:02 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:05 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:05 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:05 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:08 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:08 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:08 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:19 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:19 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:19 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:19 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:19 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:19 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:19 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:19 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:19 Moto contagem 1 C-2 ENTRADA
2023-07-27 16:21:22 Moto contagem 1 C-2 ENTRADA
