2023-07-27 13:40:53 Pessoa contagem -1 C-4 ENTRADA
2023-07-27 13:40:53 Caminhao contagem -1 C-4 ENTRADA
2023-07-27 13:40:53 Onibus contagem -1 C-4 ENTRADA
2023-07-27 13:40:53 Carro contagem -1 C-4 ENTRADA
2023-07-27 13:40:53 Moto contagem -1 C-4 ENTRADA
2023-07-27 14:15:35 Caminhao contagem -1 C-4 ENTRADA
2023-07-27 14:15:35 Pessoa contagem -1 C-4 ENTRADA
2023-07-27 14:15:35 Onibus contagem -1 C-4 ENTRADA
2023-07-27 14:15:35 Moto contagem -1 C-4 ENTRADA
2023-07-27 14:15:35 Carro contagem -1 C-4 ENTRADA
2023-07-27 14:28:58 car contagem 1 C-4 ENTRADA
