2023-07-27 13:40:53 Pessoa contagem -1 C-1 SAIDA
2023-07-27 13:40:53 Onibus contagem -1 C-1 SAIDA
2023-07-27 13:40:53 Carro contagem -1 C-1 SAIDA
2023-07-27 13:40:53 Caminhao contagem -1 C-1 SAIDA
2023-07-27 13:40:53 Moto contagem -1 C-1 SAIDA
2023-07-27 14:14:49 Pessoa contagem -1 C-1 SAIDA
2023-07-27 14:14:49 Carro contagem -1 C-1 SAIDA
2023-07-27 14:14:49 Onibus contagem -1 C-1 SAIDA
2023-07-27 14:14:49 Caminhao contagem -1 C-1 SAIDA
2023-07-27 14:14:49 Moto contagem -1 C-1 SAIDA
2023-07-27 16:21:02 Moto contagem 1 C-1 SAIDA
